user_id,gender,age
274,Male,57.0
275,Male,30.0
276,Female,49.0
277,Female,55.0
278,Male,30.0
279,Female,69.0
280,Male,36.0
281,Female,27.0
282,Male,60.0
283,Male,34.0
284,Female,38.0
285,Male,43.0
286,Male,69.0
287,nan,44.0
288,nan,
289,nan,73.0
290,Male,44.0
291,nan,76.0
292,Male,61.0
293,Male,33.0
294,nan,71.0
295,Male,26.0
296,nan,44.0
297,Male,78.0
298,Male,76.0
299,Male,22.0
300,Male,60.0
301,Female,80.0
302,Male,23.0
303,nan,38.0
304,Male,55.0
305,Male,59.0
306,nan,51.0
307,Male,32.0
308,Female,47.0
309,Male,27.0
310,Male,26.0
311,Male,42.0
312,Male,77.0
313,Male,41.0
314,Male,21.0
315,Female,79.0
316,nan,42.0
317,Male,
318,Male,63.0
319,Male,58.0
320,Female,57.0
321,Male,68.0
322,nan,56.0
323,Female,25.0
324,Male,79.0
325,Male,38.0
326,Female,80.0
327,Male,59.0
328,Male,40.0
329,Male,79.0
330,Female,46.0
331,Male,76.0
332,Male,72.0
333,Male,65.0
334,Male,58.0
335,Male,60.0
336,Male,69.0
337,Male,37.0
338,nan,68.0
339,Male,53.0
340,Female,41.0
341,Male,32.0
342,Male,57.0
343,Female,30.0
344,Male,33.0
345,nan,
346,Male,
347,Male,54.0
348,Male,55.0
349,Male,33.0
350,Male,68.0
351,Male,72.0
352,Male,42.0
353,Male,71.0
354,Female,33.0
355,Male,80.0
356,Male,
357,Male,45.0
358,Male,28.0
359,Male,70.0
360,nan,44.0
361,Male,55.0
362,Male,79.0
363,Male,38.0
364,Male,57.0
365,Female,19.0
366,Male,52.0
367,nan,31.0
368,Male,26.0
369,Male,42.0
370,Male,33.0
371,Male,27.0
372,Male,51.0
373,Male,78.0
374,Male,27.0
375,Male,49.0
376,Male,53.0
377,Male,20.0
378,Male,49.0
379,Male,41.0
380,nan,37.0
381,Female,62.0
382,Male,60.0
383,Male,77.0
384,Female,27.0
385,Male,34.0
386,Male,74.0
387,Male,65.0
388,Female,67.0
389,Male,19.0
390,Male,59.0
391,Female,20.0
392,Male,34.0
393,Male,69.0
394,Male,26.0
395,Male,45.0
396,Male,37.0
397,Male,62.0
398,Male,55.0
399,Male,30.0
400,Male,34.0
401,Female,19.0
402,Female,23.0
403,Male,74.0
404,nan,77.0
405,Female,80.0
406,Male,70.0
407,Male,50.0
408,nan,59.0
409,Female,39.0
410,nan,47.0
411,Male,44.0
412,Male,66.0
413,Female,60.0
414,Male,54.0
415,nan,22.0
416,Male,18.0
417,Male,40.0
418,Female,48.0
419,Female,
420,Male,78.0
421,Male,19.0
422,Male,60.0
423,Female,74.0
424,Male,62.0
425,Male,65.0
426,nan,58.0
427,Male,67.0
428,nan,45.0
429,Female,66.0
430,Male,63.0
431,Male,55.0
432,Male,36.0
433,Male,76.0
434,Male,
435,Male,48.0
436,Male,53.0
437,Female,31.0
438,Male,62.0
439,Female,47.0
440,Male,65.0
441,Male,
442,Male,52.0
443,nan,23.0
444,nan,60.0
445,Male,62.0
446,Female,42.0
447,Male,
448,Male,41.0
449,Male,41.0
450,Male,34.0
451,nan,30.0
452,Male,65.0
453,Male,36.0
454,Male,76.0
455,nan,19.0
456,Male,26.0
457,Female,24.0
458,Male,21.0
459,Male,40.0
460,Female,44.0
461,Male,55.0
462,Male,74.0
463,Male,47.0
464,Male,26.0
465,Male,71.0
466,Male,39.0
467,Male,67.0
468,Male,47.0
469,Male,60.0
470,Male,72.0
471,Female,58.0
472,Male,47.0
473,nan,29.0
474,Male,28.0
475,Male,22.0
476,Male,79.0
477,Male,47.0
478,Male,34.0
479,Male,44.0
480,nan,41.0
481,Male,35.0
482,Female,75.0
483,Female,54.0
484,Male,77.0
485,Male,64.0
486,Male,21.0
487,Male,22.0
488,Male,73.0
489,Male,30.0
490,Female,52.0
491,Male,57.0
492,Male,48.0
493,Female,27.0
494,Male,35.0
495,Male,28.0
496,Male,46.0
497,nan,38.0
498,Male,49.0
499,Female,35.0
500,Male,34.0
501,Female,45.0
502,Male,52.0
503,nan,29.0
504,Male,30.0
505,Male,18.0
506,Female,77.0
507,Male,60.0
508,Male,26.0
509,nan,45.0
510,Female,29.0
511,Male,50.0
512,Male,40.0
513,Male,64.0
514,Male,57.0
515,Male,63.0
516,Male,68.0
517,Male,
518,nan,77.0
519,Female,39.0
520,Male,22.0
521,Male,18.0
522,Male,71.0
523,Male,39.0
524,Male,54.0
525,nan,20.0
526,Male,33.0
527,Female,78.0
528,Male,28.0
529,Male,42.0
530,Male,21.0
531,Male,56.0
532,Male,64.0
533,Male,19.0
534,Male,39.0
535,Female,25.0
536,Female,
537,Male,64.0
538,Female,43.0
539,nan,80.0
540,Male,44.0
541,Male,66.0
542,Male,23.0
543,Male,69.0
544,Female,21.0
545,Male,51.0
546,Male,57.0
547,Female,35.0
548,Male,34.0
549,Male,55.0
550,Male,
551,Male,23.0
552,nan,39.0
553,Male,48.0
554,Female,64.0
555,Male,20.0
556,Male,35.0
557,Female,63.0
558,nan,24.0
559,Female,43.0
560,Male,50.0
561,Male,36.0
562,Male,22.0
563,Male,71.0
564,Male,19.0
565,Female,61.0
566,Male,58.0
567,Male,71.0
568,Male,
569,Male,58.0
570,nan,36.0
571,Female,71.0
572,Male,24.0
573,nan,41.0
574,Male,
575,Male,76.0
576,Male,77.0
577,Female,26.0
578,Female,80.0
579,Male,
580,Male,33.0
581,Female,52.0
582,Female,32.0
583,Female,46.0
584,Female,55.0
585,Male,32.0
586,Male,51.0
587,nan,19.0
588,Female,67.0
589,Female,35.0
590,Male,34.0
591,Male,72.0
592,Male,56.0
593,Female,40.0
594,Male,53.0
595,Male,
596,Female,41.0
597,Male,39.0
598,Male,24.0
599,Male,73.0
600,Male,18.0
601,Male,28.0
602,Male,30.0
603,Male,28.0
604,Female,64.0
605,Male,50.0
606,Male,41.0
607,Male,70.0
608,nan,
609,Male,62.0
610,nan,65.0
611,Male,41.0
612,Female,30.0
613,nan,40.0
614,Female,18.0
615,Male,28.0
616,Male,44.0
617,Male,78.0
618,Male,42.0
619,Male,25.0
620,Male,63.0
621,Male,35.0
622,Male,38.0
623,Male,61.0
624,Male,64.0
625,Female,30.0
626,Male,46.0
627,Male,20.0
628,Male,60.0
629,Male,27.0
630,Female,32.0
631,Female,60.0
632,Female,20.0
633,Male,62.0
634,Male,52.0
635,Male,68.0
636,Male,80.0
637,Male,68.0
638,Male,30.0
639,Male,62.0
640,Male,64.0
641,Male,23.0
642,Male,58.0
643,Male,41.0
644,Male,36.0
645,Male,75.0
646,Male,23.0
647,Male,22.0
648,Male,78.0
649,Male,26.0
650,Male,20.0
651,Female,67.0
652,Male,75.0
653,Male,67.0
654,Male,46.0
655,Male,24.0
656,Male,31.0
657,Male,55.0
658,Male,62.0
659,Female,25.0
660,nan,
661,Male,62.0
662,Male,68.0
663,Female,22.0
664,Male,51.0
665,Male,76.0
666,Male,71.0
667,Female,30.0
668,nan,55.0
669,Female,34.0
670,Male,32.0
671,Male,41.0
672,Male,29.0
673,Male,58.0
674,Male,36.0
675,Female,37.0
676,Male,41.0
677,Female,21.0
678,Male,53.0
679,Female,58.0
680,Male,64.0
681,Male,64.0
682,Male,75.0
683,nan,53.0
684,Female,33.0
685,Female,19.0
686,Female,19.0
687,Male,48.0
688,Male,23.0
689,Female,18.0
690,nan,32.0
691,Male,53.0
692,nan,19.0
693,nan,80.0
694,Male,46.0
695,Male,50.0
696,Male,42.0
697,Female,43.0
698,Female,
699,Male,30.0
700,Female,63.0
701,nan,30.0
702,Male,30.0
703,Male,22.0
704,Male,21.0
705,Female,55.0
706,Female,25.0
707,Male,26.0
708,Male,28.0
709,Female,20.0
710,Male,71.0
711,Male,69.0
712,Female,34.0
713,Male,34.0
714,Female,62.0
715,Male,69.0
716,nan,24.0
717,nan,29.0
718,Female,54.0
719,Male,40.0
720,Female,52.0
721,Male,29.0
722,Female,41.0
723,Male,35.0
724,Male,75.0
725,Male,62.0
726,Male,
727,Male,78.0
728,Male,78.0
729,Male,71.0
730,Female,67.0
731,Female,68.0
732,Male,79.0
733,nan,44.0
734,Male,44.0
735,Male,74.0
736,Female,68.0
737,Male,27.0
738,Male,76.0
739,Male,69.0
740,Male,25.0
741,Male,56.0
742,Male,41.0
743,Male,73.0
744,Male,41.0
745,Male,19.0
746,Male,57.0
747,Male,26.0
748,Male,74.0
749,nan,68.0
750,Male,
751,nan,52.0
752,nan,76.0
753,Male,32.0
754,Male,61.0
755,nan,46.0
756,Male,68.0
757,Male,52.0
758,Male,60.0
759,Male,35.0
760,Male,37.0
761,Male,
762,Male,67.0
763,Male,63.0
764,Male,20.0
765,Male,50.0
766,Male,74.0
767,Male,73.0
768,Male,30.0
769,nan,49.0
770,Female,20.0
771,Male,41.0
772,Female,23.0
773,Male,76.0
774,Male,45.0
775,Female,56.0
776,Male,56.0
777,Male,40.0
778,Female,50.0
779,Male,68.0
780,Male,19.0
781,Male,62.0
782,Male,19.0
783,nan,41.0
784,Male,56.0
785,Female,66.0
786,Male,37.0
787,Female,63.0
788,Male,34.0
789,Female,30.0
790,Male,40.0
791,Male,27.0
792,Male,77.0
793,Female,20.0
794,Male,27.0
795,Female,36.0
796,Male,65.0
797,nan,65.0
798,Female,60.0
799,Male,61.0
800,Male,71.0
801,Male,75.0
802,Female,38.0
803,Male,26.0
804,Female,52.0
805,Male,68.0
806,Male,63.0
807,nan,50.0
808,Male,18.0
809,Male,63.0
810,Male,54.0
811,Male,65.0
812,Male,23.0
813,Male,29.0
814,Male,71.0
815,Male,49.0
816,Male,48.0
817,Female,70.0
818,Male,
819,Male,
820,Male,48.0
821,Male,
822,Male,55.0
823,Male,38.0
824,Male,60.0
825,Male,50.0
826,nan,78.0
827,Male,75.0
828,nan,50.0
829,Male,73.0
830,Male,77.0
831,Female,40.0
832,Male,38.0
833,Male,79.0
834,Female,23.0
835,Male,51.0
836,Male,37.0
837,Male,49.0
838,Male,72.0
839,Female,27.0
840,Male,69.0
841,Male,31.0
842,Male,56.0
843,Male,54.0
844,Male,36.0
845,Female,64.0
846,Male,74.0
847,Male,29.0
848,Male,58.0
849,Male,20.0
850,Male,30.0
851,Male,47.0
852,Male,36.0
853,Male,68.0
854,Male,23.0
855,Male,48.0
856,Female,52.0
857,Male,69.0
858,Female,
859,Male,30.0
860,Male,77.0
861,Female,46.0
862,Male,57.0
863,Female,71.0
864,nan,77.0
865,Male,38.0
866,Male,74.0
867,Male,70.0
868,Male,35.0
869,Female,36.0
870,Male,25.0
871,Male,44.0
872,nan,21.0
873,Female,73.0
874,Female,50.0
875,Female,64.0
876,Female,56.0
877,Male,42.0
878,Male,25.0
879,Male,33.0
880,Male,75.0
881,Male,22.0
882,nan,70.0
883,Male,79.0
884,Female,47.0
885,Male,29.0
886,Male,
887,Male,62.0
888,nan,26.0
889,Male,25.0
890,Male,64.0
891,Female,66.0
892,Female,19.0
893,Male,46.0
894,Male,79.0
895,Female,77.0
896,Male,55.0
897,nan,20.0
898,Male,80.0
899,Female,61.0
900,Male,59.0
901,Male,76.0
902,nan,39.0
903,Female,24.0
904,Male,72.0
905,Male,38.0
906,Female,73.0
907,Male,27.0
908,Female,35.0
909,nan,62.0
910,Male,31.0
911,Male,48.0
912,Male,59.0
913,Male,53.0
914,Male,71.0
915,nan,42.0
916,Male,79.0
917,Male,60.0
918,Male,74.0
919,Male,42.0
920,Male,29.0
921,Male,33.0
922,Male,50.0
923,Female,47.0
924,Male,22.0
925,Female,45.0
926,Female,24.0
927,Male,21.0
928,Female,64.0
929,nan,18.0
930,Female,20.0
931,Female,22.0
932,Female,52.0
933,Male,59.0
934,Female,46.0
935,Female,25.0
936,nan,55.0
937,Male,33.0
938,Male,25.0
939,Female,67.0
940,Male,47.0
941,Male,72.0
942,Female,67.0
943,Male,18.0
944,Male,36.0
945,Male,74.0
946,Female,20.0
947,nan,42.0
948,Male,28.0
949,Male,74.0
950,Female,63.0
951,Male,
952,Male,75.0
953,Male,51.0
954,Male,77.0
955,Male,75.0
956,Male,49.0
957,Male,34.0
958,Male,58.0
959,nan,
960,Male,78.0
961,Male,76.0
962,Male,
963,Female,70.0
964,Female,77.0
965,Male,
966,Male,38.0
967,Male,37.0
968,Male,42.0
969,Male,25.0
970,Female,79.0
971,nan,72.0
972,Female,64.0
973,Male,37.0
974,Female,52.0
975,Male,65.0
976,Male,30.0
977,Male,66.0
978,Male,18.0
979,Male,58.0
980,Female,25.0
981,Male,31.0
982,Female,
983,Male,43.0
984,Male,29.0
985,Male,36.0
986,Male,77.0
987,Female,47.0
988,Male,20.0
989,Male,42.0
990,Male,38.0
991,Female,33.0
992,Male,68.0
993,Female,57.0
994,Male,25.0
995,Male,64.0
996,Male,18.0
997,Male,62.0
998,Male,35.0
999,Female,75.0
1000,Male,39.0
1001,Male,18.0
1002,Male,24.0
1003,Male,62.0
1004,Female,61.0
1005,nan,30.0
1006,Male,55.0
1007,Male,68.0
1008,Female,22.0
1009,Female,28.0
1010,Male,40.0
1011,Female,56.0
1012,Male,54.0
1013,Female,
1014,nan,28.0
1015,Male,54.0
1016,Male,41.0
1017,nan,26.0
1018,Male,51.0
1019,nan,21.0
1020,Male,32.0
1021,Male,69.0
1022,Male,19.0
1023,nan,61.0
1024,Male,77.0
1025,Male,44.0
1026,Male,77.0
1027,Female,64.0
1028,Male,79.0
1029,nan,30.0
1030,nan,31.0
1031,Female,59.0
1032,Male,52.0
1033,nan,22.0
1034,nan,80.0
1035,Female,68.0
1036,Male,59.0
1037,Male,31.0
1038,Female,42.0
1039,Male,79.0
1040,Male,73.0
1041,Male,
1042,Male,59.0
1043,Male,42.0
1044,Male,66.0
1045,Female,65.0
1046,nan,32.0
1047,Male,79.0
1048,Male,60.0
1049,Female,56.0
1050,nan,68.0
1051,nan,20.0
1052,Male,24.0
1053,Male,55.0
1054,Male,50.0
1055,Male,34.0
1056,Male,47.0
1057,Male,62.0
1058,Male,59.0
1059,Female,43.0
1060,Male,59.0
1061,Male,70.0
1062,Male,70.0
1063,Male,
1064,Male,35.0
1065,Male,58.0
1066,Male,51.0
1067,nan,39.0
1068,Male,25.0
1069,Male,43.0
1070,Male,49.0
1071,Male,20.0
1072,nan,49.0
1073,Male,66.0
1074,Male,24.0
1075,Male,24.0
1076,Male,62.0
1077,Male,55.0
1078,nan,35.0
1079,Male,31.0
1080,Male,45.0
1081,Male,31.0
1082,Male,36.0
1083,Male,54.0
1084,Female,75.0
1085,Female,31.0
1086,Male,22.0
1087,Male,63.0
1088,Male,66.0
1089,nan,79.0
1090,Male,76.0
1091,Male,26.0
1092,Male,56.0
1093,Female,65.0
1094,Female,43.0
1095,Male,30.0
1096,Female,57.0
1097,Male,56.0
1098,Male,22.0
1099,Male,53.0
1100,Male,36.0
1101,Male,41.0
1102,Male,50.0
1103,Male,25.0
1104,Male,71.0
1105,Male,61.0
1106,Male,19.0
1107,Female,49.0
1108,Male,45.0
1109,Male,57.0
1110,Female,25.0
1111,Male,27.0
1112,nan,26.0
1113,Male,50.0
1114,Female,58.0
1115,Male,27.0
1116,Male,30.0
1117,Male,32.0
1118,Male,
1119,Male,70.0
1120,Male,45.0
1121,Male,29.0
1122,Male,70.0
1123,Male,43.0
1124,Male,29.0
1125,Male,63.0
1126,Male,54.0
1127,Male,23.0
1128,Female,53.0
1129,Female,52.0
1130,nan,45.0
1131,Male,54.0
1132,Male,
1133,Male,38.0
1134,Male,
1135,Male,
1136,Male,62.0
1137,nan,27.0
1138,Male,48.0
1139,Male,77.0
1140,Male,49.0
1141,Male,32.0
1142,Male,40.0
1143,Male,65.0
1144,Male,35.0
1145,Male,54.0
1146,Male,80.0
1147,Male,68.0
1148,Male,40.0
1149,Male,65.0
1150,Male,70.0
1151,Male,61.0
1152,Male,60.0
1153,Male,79.0
1154,nan,40.0
1155,Male,78.0
1156,Male,60.0
1157,nan,80.0
1158,Male,63.0
1159,Female,27.0
1160,nan,59.0
1161,Male,65.0
1162,Female,59.0
1163,Female,18.0
1164,Male,25.0
1165,Male,68.0
1166,Male,48.0
1167,Male,61.0
1168,Female,68.0
1169,Female,70.0
1170,Female,54.0
1171,Female,
1172,Male,35.0
1173,Male,27.0
1174,Male,33.0
1175,Male,41.0
1176,Male,51.0
1177,Male,
1178,Female,78.0
1179,Male,44.0
1180,Male,61.0
1181,nan,52.0
1182,Male,
1183,Male,63.0
1184,Male,74.0
1185,Male,37.0
1186,Female,39.0
1187,Male,21.0
1188,Male,36.0
1189,Male,68.0
1190,Male,76.0
1191,Male,60.0
1192,Male,47.0
1193,Male,62.0
1194,Female,
1195,Male,53.0
1196,Male,43.0
1197,nan,41.0
1198,Male,55.0
1199,nan,
1200,Male,70.0
1201,Male,40.0
1202,Male,34.0
1203,Female,18.0
1204,Male,72.0
1205,Male,46.0
1206,Male,63.0
1207,Male,
1208,Male,60.0
1209,Female,56.0
1210,Male,53.0
1211,Male,
1212,Female,39.0
1213,Female,39.0
1214,Male,31.0
1215,Male,80.0
1216,Male,62.0
1217,Male,29.0
1218,Male,32.0
1219,Male,67.0
1220,Male,36.0
1221,nan,46.0
1222,Female,34.0
1223,Male,68.0
1224,Male,80.0
1225,Female,63.0
1226,Male,35.0
1227,Male,
1228,Male,19.0
1229,Male,25.0
1230,nan,64.0
1231,nan,78.0
1232,Male,48.0
1233,Male,63.0
1234,Female,78.0
1235,Male,64.0
1236,nan,67.0
1237,Male,25.0
1238,Male,22.0
1239,Male,60.0
1240,Male,18.0
1241,nan,46.0
1242,Male,21.0
1243,Male,56.0
1244,Female,24.0
1245,Female,39.0
1246,Male,22.0
1247,Male,19.0
1248,Male,53.0
1249,Male,60.0
1250,nan,71.0
1251,Male,18.0
1252,Female,30.0
1253,Male,44.0
1254,nan,49.0
1255,Male,69.0
1256,Female,63.0
1257,Male,31.0
1258,Female,21.0
1259,Male,53.0
1260,Male,29.0
1261,Male,43.0
1262,Male,48.0
1263,Female,
1264,Male,68.0
1265,Male,18.0
1266,Male,30.0
1267,nan,75.0
1268,Male,50.0
1269,Male,29.0
1270,Female,46.0
1271,Male,22.0
1272,Male,43.0
1273,Female,
1274,nan,45.0
1275,Male,26.0
1276,Male,44.0
1277,Male,51.0
1278,Female,24.0
1279,Male,23.0
1280,Male,60.0
1281,Male,66.0
1282,Male,24.0
1283,Male,
1284,Male,20.0
1285,Male,56.0
1286,nan,51.0
1287,Male,48.0
1288,Male,55.0
1289,Male,
1290,Male,26.0
1291,Male,30.0
1292,Male,63.0
1293,Male,78.0
1294,Male,47.0
1295,Male,54.0
1296,Male,
1297,Male,54.0
1298,Female,75.0
1299,Female,30.0
1300,Male,44.0
1301,Female,54.0
1302,Male,57.0
1303,Male,58.0
1304,Male,70.0
1305,Male,20.0
1306,Male,68.0
1307,Male,48.0
1308,Male,54.0
1309,nan,48.0
1310,Male,21.0
1311,nan,56.0
1312,Male,67.0
1313,Male,57.0
1314,Female,30.0
1315,Male,71.0
1316,Male,18.0
1317,Male,52.0
1318,Female,39.0
1319,Male,26.0
1320,Male,56.0
1321,Male,19.0
1322,Male,31.0
1323,Male,60.0
1324,Male,50.0
1325,Female,73.0
1326,Male,54.0
1327,Male,51.0
1328,Male,48.0
1329,Male,59.0
1330,Male,48.0
1331,Female,25.0
1332,Male,23.0
1333,Male,77.0
1334,Male,65.0
1335,Female,37.0
1336,Male,35.0
1337,Male,22.0
1338,Male,19.0
1339,Female,73.0
1340,Male,24.0
1341,Male,46.0
1342,Male,51.0
1343,nan,24.0
1344,Female,77.0
1345,nan,31.0
1346,Female,26.0
1347,Male,79.0
1348,Male,80.0
1349,Male,36.0
1350,Male,52.0
1351,Male,
1352,Male,30.0
1353,nan,37.0
1354,Male,55.0
1355,Male,40.0
1356,Male,42.0
1357,Male,34.0
1358,Male,55.0
1359,Male,65.0
1360,Female,28.0
1361,Female,28.0
1362,Male,32.0
1363,Female,63.0
1364,Male,37.0
1365,Male,19.0
1366,Male,56.0
1367,Female,52.0
1368,Male,63.0
1369,Female,61.0
1370,Male,26.0
1371,Male,39.0
1372,Male,40.0
1373,nan,61.0
1374,Male,18.0
1375,Male,34.0
1376,Male,73.0
1377,Male,74.0
1378,Male,49.0
1379,Male,24.0
1380,Female,30.0
1381,Male,67.0
1382,Male,22.0
1383,Female,30.0
1384,Male,25.0
1385,Male,24.0
1386,nan,
1387,Male,
1388,Male,34.0
1389,Male,58.0
1390,Female,49.0
1391,Male,63.0
1392,Male,47.0
1393,Male,31.0
1394,Male,43.0
1395,Male,79.0
1396,Male,39.0
1397,Female,40.0
1398,Male,68.0
1399,nan,73.0
1400,Male,72.0
1401,Male,20.0
1402,Male,64.0
1403,nan,35.0
1404,Female,80.0
1405,Female,18.0
1406,Male,61.0
1407,Male,28.0
1408,Male,73.0
1409,Male,54.0
1410,Female,20.0
1411,Male,61.0
1412,Male,31.0
1413,nan,41.0
1414,Male,79.0
1415,Male,32.0
1416,Male,51.0
1417,Male,19.0
1418,nan,24.0
1419,Male,19.0
1420,Male,30.0
1421,Male,46.0
1422,Male,47.0
1423,Male,
1424,Male,57.0
1425,Male,77.0
1426,Male,33.0
1427,Male,
1428,Male,79.0
1429,Male,
1430,Female,74.0
1431,Male,34.0
1432,Male,45.0
1433,Male,59.0
1434,Female,51.0
1435,Male,76.0
1436,Female,67.0
1437,Female,73.0
1438,Male,80.0
1439,Male,63.0
1440,Male,54.0
1441,Male,50.0
1442,Female,32.0
1443,Female,37.0
1444,Male,51.0
1445,Male,37.0
1446,Male,47.0
1447,Male,60.0
1448,Male,63.0
1449,Male,71.0
1450,Male,63.0
1451,Female,71.0
1452,nan,80.0
1453,Male,74.0
1454,Female,44.0
1455,Male,25.0
1456,Male,54.0
1457,nan,51.0
1458,Male,30.0
1459,Male,76.0
1460,Male,
1461,nan,38.0
1462,Male,59.0
1463,Male,29.0
1464,Male,49.0
1465,Male,62.0
1466,Male,
1467,Male,32.0
1468,Male,73.0
1469,Female,79.0
1470,Male,56.0
1471,Male,
1472,Male,
1473,Male,41.0
1474,Male,23.0
1475,nan,54.0
1476,nan,26.0
1477,nan,55.0
1478,Male,21.0
1479,Male,76.0
1480,nan,64.0
1481,Male,36.0
1482,Male,42.0
1483,Male,63.0
1484,Male,51.0
1485,Male,75.0
1486,Male,32.0
1487,Male,57.0
1488,Male,57.0
1489,Male,60.0
1490,nan,22.0
1491,Male,46.0
1492,Male,73.0
1493,Male,72.0
1494,nan,21.0
1495,Male,19.0
1496,Male,28.0
1497,Female,42.0
1498,Male,29.0
1499,Female,72.0
1500,Male,47.0
1501,Male,47.0
1502,Male,74.0
1503,Female,26.0
1504,Male,19.0
1505,Female,32.0
1506,Male,18.0
1507,Male,29.0
1508,Male,59.0
1509,Male,40.0
1510,Male,34.0
1511,Female,23.0
1512,Male,66.0
1513,Male,28.0
1514,Male,75.0
1515,Male,44.0
1516,Male,35.0
1517,Male,18.0
1518,Male,32.0
1519,Male,32.0
